item_id,timestamp,target_value
5,2020-01-08 10:26:09,14
5,2020-01-08 12:26:27,14
5,2020-01-08 12:29:52,14
5,2020-01-08 14:17:29,14
5,2020-01-08 14:19:38,14
5,2020-01-08 14:25:46,14
5,2020-01-08 14:32:22,16
7,2020-01-08 16:00:18,39
5,2020-01-08 16:29:17,14
5,2020-01-08 18:28:32,14
2,2020-01-08 19:00:34,22
5,2020-01-08 20:26:41,14
5,2020-01-08 20:34:30,14
3,2020-01-08 21:05:41,30
7,2020-01-08 22:23:17,14
5,2020-01-08 22:30:56,14
7,2020-01-08 23:07:50,16
7,2020-01-09 01:52:11,14
5,2020-01-09 02:25:53,14
5,2020-01-09 04:25:24,14
5,2020-01-09 06:26:06,14
5,2020-01-09 08:31:04,14
1,2020-01-09 10:30:00,14
7,2020-01-09 14:01:56,23
5,2020-01-09 14:28:55,14
5,2020-01-09 16:25:31,14
5,2020-01-09 16:25:32,14
5,2020-01-09 17:58:12,14
2,2020-01-09 19:00:49,18
5,2020-01-09 20:17:39,14
1,2020-01-09 20:30:26,36
5,2020-01-09 21:25:51,14
5,2020-01-09 22:26:15,14
7,2020-01-10 02:12:11,14
5,2020-01-10 02:29:19,14
1,2020-01-10 05:06:29,14
5,2020-01-10 08:27:54,14
7,2020-01-10 10:51:19,16
5,2020-01-10 12:25:35,14
7,2020-01-10 14:12:12,14
7,2020-01-10 14:40:50,39
7,2020-01-10 16:00:16,39
5,2020-01-10 16:27:36,14
5,2020-01-10 17:06:31,14
5,2020-01-10 18:29:05,14
5,2020-01-10 20:14:17,16
1,2020-01-10 20:30:25,36
3,2020-01-10 21:03:02,14
5,2020-01-10 21:16:03,14
5,2020-01-10 22:33:41,14
5,2020-01-10 22:37:13,14
7,2020-01-11 02:12:11,14
5,2020-01-11 02:31:28,14
5,2020-01-11 04:29:43,14
3,2020-01-11 06:06:57,14
5,2020-01-11 06:10:21,16
5,2020-01-11 06:15:38,17
5,2020-01-11 08:26:19,14
5,2020-01-11 08:26:20,14
5,2020-01-11 12:26:58,14
7,2020-01-11 14:00:39,23
7,2020-01-11 14:42:03,39
7,2020-01-11 16:00:16,39
5,2020-01-11 16:38:03,14
2,2020-01-11 19:00:08,14
7,2020-01-11 22:51:20,16
5,2020-01-12 00:27:05,14
5,2020-01-12 04:24:49,14
7,2020-01-12 08:12:06,16
5,2020-01-12 10:29:24,14
5,2020-01-12 12:25:43,14
5,2020-01-12 14:24:28,14
2,2020-01-12 15:06:05,17
5,2020-01-12 16:32:09,14
7,2020-01-12 16:45:04,14
5,2020-01-12 20:34:25,14
2,2020-01-12 23:58:32,29
5,2020-01-13 02:28:18,14
5,2020-01-13 04:29:04,14
5,2020-01-13 08:26:06,14
2,2020-01-13 11:02:01,20
5,2020-01-13 14:29:02,14
5,2020-01-13 14:31:00,14
2,2020-01-13 16:03:47,23
5,2020-01-13 16:32:34,14
2,2020-01-13 19:00:05,14
2,2020-01-13 20:00:31,14
1,2020-01-13 21:00:34,24
3,2020-01-13 21:05:39,30
7,2020-01-14 00:02:25,14
3,2020-01-14 00:02:32,14
5,2020-01-14 02:25:59,14
7,2020-01-14 04:04:47,14
5,2020-01-14 06:25:28,14
5,2020-01-14 08:25:42,14
5,2020-01-14 10:09:12,14
5,2020-01-14 10:13:11,16
5,2020-01-14 10:21:24,14
5,2020-01-14 10:25:46,14
5,2020-01-14 11:02:35,16
3,2020-01-14 12:54:05,14
5,2020-01-14 14:35:17,14
2,2020-01-14 14:58:25,17
5,2020-01-14 16:26:01,14
7,2020-01-14 16:45:04,14
2,2020-01-14 20:00:20,14
7,2020-01-14 20:12:06,16
2,2020-01-14 21:26:17,14
5,2020-01-14 22:30:32,14
5,2020-01-14 23:07:31,14
5,2020-01-14 23:23:36,16
7,2020-01-15 00:50:11,14
5,2020-01-15 02:25:52,14
5,2020-01-15 06:24:38,14
5,2020-01-15 06:29:15,14
5,2020-01-15 09:11:27,14
5,2020-01-15 09:14:39,14
5,2020-01-15 09:27:54,14
5,2020-01-15 10:29:00,14
7,2020-01-15 14:02:00,23
5,2020-01-15 14:29:13,14
5,2020-01-15 16:26:03,14
5,2020-01-15 16:26:05,14
5,2020-01-15 18:25:49,14
7,2020-01-15 19:00:07,14
5,2020-01-15 20:27:25,14
1,2020-01-15 21:00:26,34
5,2020-01-15 22:28:19,14
5,2020-01-16 00:28:17,14
1,2020-01-16 04:30:57,34
5,2020-01-16 06:26:19,14
1,2020-01-16 08:30:43,16
5,2020-01-16 12:24:28,14
5,2020-01-16 14:33:23,14
7,2020-01-16 14:42:06,39
7,2020-01-16 16:00:26,39
5,2020-01-16 16:38:17,14
2,2020-01-16 19:00:06,14
2,2020-01-16 19:00:52,18
7,2020-01-16 21:00:36,29
2,2020-01-16 21:17:31,20
5,2020-01-16 22:29:17,14
5,2020-01-17 00:25:18,14
7,2020-01-17 03:50:53,14
5,2020-01-17 06:26:41,14
5,2020-01-17 08:34:21,14
5,2020-01-17 08:37:41,16
5,2020-01-17 08:39:26,14
5,2020-01-17 09:00:41,14
1,2020-01-17 11:42:25,14
7,2020-01-17 14:00:19,23
7,2020-01-17 14:41:57,39
7,2020-01-17 15:20:47,23
7,2020-01-17 16:45:04,14
7,2020-01-17 16:51:19,14
4,2020-01-17 20:06:02,16
5,2020-01-17 20:33:22,14
4,2020-01-17 22:18:25,18
7,2020-01-17 22:51:20,16
5,2020-01-18 01:43:44,14
7,2020-01-18 03:25:30,14
5,2020-01-18 06:25:33,14
5,2020-01-18 08:25:03,14
2,2020-01-18 11:02:02,20
7,2020-01-18 14:02:53,23
7,2020-01-18 15:06:46,17
7,2020-01-18 16:00:18,39
7,2020-01-18 16:51:20,14
2,2020-01-18 19:00:05,14
7,2020-01-18 22:51:20,16
5,2020-01-19 00:25:17,14
5,2020-01-19 04:29:01,14
7,2020-01-19 08:12:05,16
7,2020-01-19 10:51:20,16
5,2020-01-19 12:24:49,14
5,2020-01-19 14:24:31,14
7,2020-01-19 15:54:02,23
7,2020-01-19 16:51:20,14
5,2020-01-19 18:25:44,14
5,2020-01-19 22:26:02,14
5,2020-01-20 00:29:15,14
5,2020-01-20 04:28:13,14
5,2020-01-20 06:29:24,14
5,2020-01-20 10:28:17,14
5,2020-01-20 12:29:05,14
7,2020-01-20 14:42:06,17
2,2020-01-20 14:58:00,17
5,2020-01-20 16:33:24,14
1,2020-01-20 18:08:13,14
4,2020-01-20 20:06:02,16
5,2020-01-20 20:31:02,14
5,2020-01-20 22:26:49,14
5,2020-01-21 00:26:14,14
5,2020-01-21 02:26:03,14
7,2020-01-21 04:18:56,14
5,2020-01-21 05:14:32,16
3,2020-01-21 05:18:37,14
7,2020-01-21 05:22:10,16
5,2020-01-21 05:30:23,17
5,2020-01-21 08:25:15,14
3,2020-01-21 09:44:17,14
5,2020-01-21 12:28:04,14
7,2020-01-21 14:00:27,23
7,2020-01-21 15:06:07,17
5,2020-01-21 16:25:53,14
5,2020-01-21 16:37:25,14
1,2020-01-21 17:01:06,24
2,2020-01-21 20:00:22,14
5,2020-01-21 20:54:16,16
2,2020-01-21 21:30:50,54
7,2020-01-21 21:51:14,16
7,2020-01-21 23:51:30,16
5,2020-01-22 01:08:22,14
5,2020-01-22 03:32:49,14
4,2020-01-22 05:02:13,16
5,2020-01-22 08:29:35,14
1,2020-01-22 10:38:20,14
5,2020-01-22 14:24:50,14
5,2020-01-22 14:28:51,14
5,2020-01-22 16:25:32,14
1,2020-01-22 17:01:17,24
7,2020-01-22 20:12:07,16
1,2020-01-22 21:00:42,34
5,2020-01-22 22:27:21,14
5,2020-01-23 00:29:21,14
5,2020-01-23 04:29:10,14
7,2020-01-23 05:59:23,16
1,2020-01-23 08:30:42,16
7,2020-01-23 14:00:17,23
7,2020-01-23 14:42:13,17
7,2020-01-23 15:52:54,23
7,2020-01-23 16:51:19,14
5,2020-01-23 18:52:17,14
7,2020-01-23 21:00:36,29
1,2020-01-23 21:00:42,34
7,2020-01-24 02:12:12,14
7,2020-01-24 04:51:20,14
5,2020-01-24 10:25:58,14
2,2020-01-24 11:02:02,20
5,2020-01-24 14:24:44,14
7,2020-01-24 15:20:35,23
5,2020-01-24 18:24:49,14
2,2020-01-24 19:00:54,16
1,2020-01-24 21:00:27,34
7,2020-01-24 21:44:14,14
5,2020-01-24 22:14:03,16
5,2020-01-24 22:14:51,14
7,2020-01-24 22:51:20,16
5,2020-01-25 02:31:09,14
1,2020-01-25 08:30:43,16
5,2020-01-25 10:24:52,14
2,2020-01-25 14:12:11,14
2,2020-01-25 15:06:11,17
5,2020-01-25 16:38:46,14
5,2020-01-25 18:29:53,14
5,2020-01-25 22:27:00,14
7,2020-01-26 02:12:13,14
5,2020-01-26 02:16:17,14
5,2020-01-26 02:16:40,14
5,2020-01-26 02:31:15,14
5,2020-01-26 08:27:20,14
5,2020-01-26 12:28:55,14
7,2020-01-26 14:01:57,23
7,2020-01-26 14:41:56,17
7,2020-01-26 15:54:06,23
2,2020-01-26 19:34:32,16
7,2020-01-26 20:12:01,16
5,2020-01-27 02:25:26,14
2,2020-01-27 05:39:08,19
7,2020-01-27 10:51:20,16
5,2020-01-27 12:29:46,14
7,2020-01-27 14:41:01,39
7,2020-01-27 16:00:16,39
1,2020-01-27 17:00:45,24
2,2020-01-27 19:00:06,14
7,2020-01-27 21:00:36,29
2,2020-01-27 22:30:05,16
7,2020-01-28 02:12:13,14
5,2020-01-28 04:26:09,14
1,2020-01-28 08:30:58,16
2,2020-01-28 11:03:01,20
7,2020-01-28 14:41:00,39
7,2020-01-28 14:41:50,17
5,2020-01-28 16:36:09,14
2,2020-01-28 19:00:06,14
1,2020-01-28 21:00:26,34
3,2020-01-28 21:05:40,30
1,2020-01-29 01:38:13,33
4,2020-01-29 02:46:06,18
2,2020-01-29 05:54:22,14
2,2020-01-29 06:57:08,14
2,2020-01-29 11:02:05,20
7,2020-01-29 14:00:18,23
7,2020-01-29 14:41:16,39
7,2020-01-29 15:05:36,17
5,2020-01-29 16:32:46,14
5,2020-01-29 18:25:45,14
5,2020-01-29 20:32:24,14
7,2020-01-29 21:00:36,29
7,2020-01-29 22:51:20,16
5,2020-01-30 02:26:01,14
5,2020-01-30 06:26:13,14
7,2020-01-30 08:04:50,16
5,2020-01-30 10:27:36,14
7,2020-01-30 14:00:14,23
7,2020-01-30 14:41:48,17
7,2020-01-30 15:05:09,17
2,2020-01-30 16:33:21,16
1,2020-01-30 18:04:57,14
2,2020-01-30 19:08:18,14
4,2020-01-30 20:22:28,16
3,2020-01-30 21:03:02,14
5,2020-01-30 22:30:13,14
7,2020-01-31 02:12:11,14
5,2020-01-31 02:25:44,14
7,2020-01-31 08:11:59,16
5,2020-01-31 10:29:46,14
1,2020-01-31 13:04:29,14
7,2020-01-31 14:01:09,23
2,2020-01-31 14:57:13,17
7,2020-01-31 16:00:34,39
2,2020-01-31 18:35:11,14
2,2020-01-31 19:00:50,16
1,2020-01-31 21:00:22,34
1,2020-01-31 21:48:34,14
4,2020-01-31 23:14:04,16
5,2020-02-01 00:27:23,14
4,2020-02-01 02:49:32,14
5,2020-02-01 02:50:28,14
5,2020-02-01 03:10:37,17
5,2020-02-01 04:29:20,14
5,2020-02-01 10:27:56,14
7,2020-02-01 14:00:28,23
7,2020-02-01 15:06:37,17
7,2020-02-01 16:07:44,23
7,2020-02-01 16:51:20,14
5,2020-02-01 20:30:05,14
2,2020-02-02 02:23:56,26
7,2020-02-02 02:51:03,16
5,2020-02-02 10:28:07,14
7,2020-02-02 14:01:52,23
7,2020-02-02 15:21:29,23
5,2020-02-02 16:25:35,14
5,2020-02-02 18:29:21,14
5,2020-02-02 22:26:20,14
7,2020-02-03 04:49:58,16
7,2020-02-03 04:51:20,14
2,2020-02-03 11:02:01,20
2,2020-02-03 13:40:51,14
7,2020-02-03 14:42:47,17
7,2020-02-03 15:53:07,23
5,2020-02-03 16:37:10,14
2,2020-02-03 19:00:54,22
1,2020-02-03 21:00:55,34
3,2020-02-03 21:05:39,30
4,2020-02-04 00:19:28,16
5,2020-02-04 02:25:27,14
2,2020-02-04 05:58:48,14
7,2020-02-04 07:03:50,16
5,2020-02-04 10:24:28,14
2,2020-02-04 12:01:57,14
7,2020-02-04 14:41:29,17
7,2020-02-04 14:42:37,39
7,2020-02-04 16:37:22,14
7,2020-02-04 16:51:20,14
5,2020-02-04 18:27:15,14
5,2020-02-04 18:39:32,14
4,2020-02-04 20:06:02,16
1,2020-02-04 21:01:02,22
5,2020-02-04 22:41:26,14
2,2020-02-04 23:21:58,14
4,2020-02-05 00:01:41,16
5,2020-02-05 01:05:29,16
5,2020-02-05 01:14:32,14
7,2020-02-05 02:03:06,14
5,2020-02-05 02:49:52,14
5,2020-02-05 04:27:55,14
5,2020-02-05 08:25:56,14
5,2020-02-05 08:30:35,14
7,2020-02-05 14:00:18,23
5,2020-02-05 14:26:04,14
7,2020-02-05 15:54:45,23
5,2020-02-05 16:10:48,14
7,2020-02-05 16:45:05,14
5,2020-02-05 18:26:17,14
1,2020-02-05 20:30:31,36
7,2020-02-05 21:00:36,29
5,2020-02-05 22:38:11,14
5,2020-02-06 00:06:34,14
5,2020-02-06 02:31:24,14
5,2020-02-06 04:35:33,14
5,2020-02-06 08:26:03,14
5,2020-02-06 10:25:53,14
5,2020-02-06 14:26:13,14
5,2020-02-06 14:29:47,14
5,2020-02-06 16:11:58,14
5,2020-02-06 16:32:57,14
7,2020-02-06 18:37:22,14
2,2020-02-06 19:00:05,14
4,2020-02-06 20:06:02,16
5,2020-02-06 20:31:28,14
7,2020-02-06 21:41:28,14
5,2020-02-06 22:00:22,14
5,2020-02-06 22:46:40,14
1,2020-02-06 23:58:19,14
1,2020-02-07 00:21:32,18
5,2020-02-07 00:31:44,14
3,2020-02-07 03:18:45,14
5,2020-02-07 03:21:00,14
5,2020-02-07 03:34:59,17
5,2020-02-07 03:37:30,14
7,2020-02-07 06:16:02,16
5,2020-02-07 08:26:10,14
5,2020-02-07 12:26:12,14
7,2020-02-07 14:00:43,23
3,2020-02-07 14:50:45,14
7,2020-02-07 15:53:57,23
7,2020-02-07 16:45:05,14
7,2020-02-07 17:02:30,14
4,2020-02-07 20:06:02,16
1,2020-02-07 21:00:42,34
5,2020-02-07 22:26:28,14
3,2020-02-08 00:00:45,18
5,2020-02-08 02:24:46,14
5,2020-02-08 03:45:59,14
7,2020-02-08 08:11:59,16
5,2020-02-08 08:27:03,14
5,2020-02-08 12:29:59,14
7,2020-02-08 14:01:39,23
7,2020-02-08 15:05:15,17
5,2020-02-08 15:30:20,14
5,2020-02-08 16:32:21,14
5,2020-02-08 18:25:28,14
7,2020-02-08 20:12:00,16
5,2020-02-08 20:32:06,14
7,2020-02-09 02:12:10,14
5,2020-02-09 04:30:37,14
5,2020-02-09 10:25:42,14
5,2020-02-09 12:24:43,14
5,2020-02-09 14:26:10,14
7,2020-02-09 15:21:36,23
5,2020-02-09 18:29:31,14
7,2020-02-09 18:36:55,16
2,2020-02-09 23:56:34,29
5,2020-02-10 02:25:01,14
5,2020-02-10 06:26:08,14
5,2020-02-10 08:29:31,14
7,2020-02-10 14:00:16,23
5,2020-02-10 14:30:20,14
2,2020-02-10 16:08:01,26
5,2020-02-10 16:27:57,14
2,2020-02-10 19:00:05,14
5,2020-02-10 20:30:20,14
3,2020-02-10 21:05:40,30
5,2020-02-10 22:28:44,14
5,2020-02-11 02:24:56,14
5,2020-02-11 04:24:30,14
1,2020-02-11 08:30:59,16
5,2020-02-11 10:24:49,14
7,2020-02-11 14:02:39,23
7,2020-02-11 14:41:08,17
5,2020-02-11 16:25:30,14
5,2020-02-11 16:33:30,14
2,2020-02-11 19:00:33,22
5,2020-02-11 20:31:02,14
5,2020-02-11 22:27:03,14
2,2020-02-11 22:43:26,14
7,2020-02-12 00:45:35,16
5,2020-02-12 03:53:29,14
4,2020-02-12 03:57:52,14
5,2020-02-12 03:58:30,14
5,2020-02-12 04:26:39,14
5,2020-02-12 06:27:47,14
5,2020-02-12 10:25:35,14
5,2020-02-12 10:27:48,14
5,2020-02-12 14:27:21,14
7,2020-02-12 15:05:38,17
5,2020-02-12 16:28:15,14
7,2020-02-12 16:51:19,14
2,2020-02-12 19:00:52,16
5,2020-02-12 20:31:30,14
2,2020-02-12 21:30:58,42
5,2020-02-12 22:25:25,14
5,2020-02-13 00:25:25,14
5,2020-02-13 02:26:02,14
5,2020-02-13 04:26:02,14
5,2020-02-13 05:44:31,14
5,2020-02-13 08:31:41,14
2,2020-02-13 11:02:02,20
7,2020-02-13 14:40:46,17
7,2020-02-13 14:42:14,39
5,2020-02-13 16:33:14,14
5,2020-02-13 18:26:24,14
7,2020-02-13 19:07:30,16
2,2020-02-13 20:00:18,14
5,2020-02-13 20:30:01,14
3,2020-02-13 21:05:40,30
5,2020-02-13 22:57:53,14
2,2020-02-14 00:05:52,16
5,2020-02-14 01:21:37,14
5,2020-02-14 02:24:43,14
5,2020-02-14 04:33:33,14
5,2020-02-14 06:36:26,14
5,2020-02-14 10:25:21,14
5,2020-02-14 12:25:51,14
5,2020-02-14 14:30:08,14
7,2020-02-14 14:32:11,14
3,2020-02-14 15:08:35,14
5,2020-02-14 15:37:25,16
5,2020-02-14 15:39:02,14
5,2020-02-14 15:45:56,16
5,2020-02-14 16:03:21,14
5,2020-02-14 16:25:45,14
2,2020-02-14 18:03:34,18
5,2020-02-14 18:26:46,14
5,2020-02-14 18:47:04,14
3,2020-02-14 19:04:02,20
5,2020-02-14 20:24:42,14
7,2020-02-14 20:31:58,16
3,2020-02-14 21:03:02,14
5,2020-02-14 21:24:45,14
7,2020-02-14 23:11:20,16
3,2020-02-14 23:38:38,22
5,2020-02-15 02:00:56,14
5,2020-02-15 04:27:48,14
5,2020-02-15 06:27:55,14
5,2020-02-15 08:25:16,14
2,2020-02-15 12:04:14,14
7,2020-02-15 14:00:31,23
7,2020-02-15 14:46:18,39
7,2020-02-15 15:05:41,17
2,2020-02-15 16:34:41,14
2,2020-02-15 18:04:21,14
2,2020-02-15 19:34:53,14
7,2020-02-15 20:32:00,16
5,2020-02-16 00:29:53,14
5,2020-02-16 04:26:04,14
5,2020-02-16 10:25:27,14
5,2020-02-16 10:25:50,14
7,2020-02-16 14:00:59,23
2,2020-02-16 14:34:13,14
2,2020-02-16 15:34:31,16
1,2020-02-16 16:04:33,14
2,2020-02-16 17:07:38,14
2,2020-02-16 19:00:05,14
5,2020-02-16 22:27:16,14
7,2020-02-16 23:31:20,16
7,2020-02-17 02:52:13,14
5,2020-02-17 06:26:23,14
5,2020-02-17 10:31:13,14
7,2020-02-17 11:46:10,16
2,2020-02-17 13:33:53,14
5,2020-02-17 14:24:42,14
1,2020-02-17 15:35:16,14
7,2020-02-17 15:54:00,23
7,2020-02-17 17:31:20,14
2,2020-02-17 19:00:05,14
1,2020-02-17 19:35:19,14
1,2020-02-17 20:30:52,36
3,2020-02-17 21:05:39,30
5,2020-02-18 00:25:53,14
4,2020-02-18 04:25:52,16
4,2020-02-18 05:44:19,16
1,2020-02-18 08:30:58,16
7,2020-02-18 11:12:15,16
2,2020-02-18 13:37:38,14
5,2020-02-18 14:26:46,14
1,2020-02-18 15:04:23,14
7,2020-02-18 15:21:46,23
5,2020-02-18 16:31:06,14
1,2020-02-18 16:35:23,14
2,2020-02-18 17:07:09,14
7,2020-02-18 18:23:46,14
5,2020-02-18 18:48:46,14
3,2020-02-18 19:04:02,20
5,2020-02-18 19:46:25,16
7,2020-02-18 20:51:59,16
7,2020-02-18 21:58:51,16
5,2020-02-18 22:25:52,14
5,2020-02-19 00:31:11,14
7,2020-02-19 02:52:14,14
5,2020-02-19 06:29:38,14
5,2020-02-19 08:31:12,14
5,2020-02-19 12:26:34,14
7,2020-02-19 14:01:12,23
7,2020-02-19 15:05:24,17
1,2020-02-19 15:07:39,14
5,2020-02-19 16:26:45,14
3,2020-02-19 17:01:06,22
5,2020-02-19 18:30:39,14
2,2020-02-19 19:00:43,22
2,2020-02-19 20:00:43,14
7,2020-02-19 20:41:29,14
7,2020-02-19 21:45:22,16
5,2020-02-19 22:32:09,14
7,2020-02-20 01:08:46,14
7,2020-02-20 02:32:46,16
7,2020-02-20 04:33:31,14
7,2020-02-20 06:09:24,16
5,2020-02-20 08:30:43,14
2,2020-02-20 11:02:02,20
7,2020-02-20 14:00:38,23
7,2020-02-20 14:00:47,23
7,2020-02-20 14:41:37,39
7,2020-02-20 15:21:27,23
5,2020-02-20 16:13:11,14
5,2020-02-20 16:27:14,14
5,2020-02-20 17:26:46,14
1,2020-02-20 18:34:32,14
5,2020-02-20 19:31:09,14
2,2020-02-20 20:00:19,14
7,2020-02-20 20:57:09,16
2,2020-02-20 21:30:51,42
7,2020-02-20 22:34:08,16
7,2020-02-20 23:31:21,16
5,2020-02-21 02:25:55,14
7,2020-02-21 03:48:47,23
5,2020-02-21 08:26:15,14
1,2020-02-21 08:30:43,16
5,2020-02-21 12:27:42,14
5,2020-02-21 14:26:31,14
7,2020-02-21 15:20:21,23
2,2020-02-21 16:00:40,39
2,2020-02-21 17:31:21,14
2,2020-02-21 19:00:34,22
2,2020-02-21 20:47:11,14
1,2020-02-21 21:00:26,34
3,2020-02-21 23:58:49,16
7,2020-02-22 01:33:31,14
7,2020-02-22 03:17:53,14
5,2020-02-22 04:30:00,14
1,2020-02-22 06:28:45,19
5,2020-02-22 08:25:22,14
5,2020-02-22 12:30:54,14
1,2020-02-22 12:34:16,34
7,2020-02-22 15:05:24,17
5,2020-02-22 16:25:28,14
5,2020-02-22 18:26:32,14
5,2020-02-22 20:31:15,14
7,2020-02-22 23:36:07,14
5,2020-02-23 02:26:40,14
5,2020-02-23 03:15:21,14
5,2020-02-23 03:16:27,16
5,2020-02-23 03:36:19,14
5,2020-02-23 06:25:16,14
2,2020-02-23 11:01:01,20
5,2020-02-23 12:27:20,14
7,2020-02-23 14:40:50,39
7,2020-02-23 15:52:50,23
7,2020-02-23 17:17:04,16
7,2020-02-23 17:31:20,14
5,2020-02-23 22:32:48,14
5,2020-02-24 00:29:57,14
7,2020-02-24 05:31:20,14
5,2020-02-24 06:26:33,14
5,2020-02-24 10:29:56,14
7,2020-02-24 14:00:32,23
7,2020-02-24 14:42:53,39
7,2020-02-24 15:04:24,17
5,2020-02-24 16:32:58,14
5,2020-02-24 18:47:31,14
5,2020-02-24 20:31:02,14
1,2020-02-24 21:00:53,34
7,2020-02-24 23:31:21,16
1,2020-02-25 00:25:31,14
5,2020-02-25 04:26:45,14
5,2020-02-25 04:32:08,14
5,2020-02-25 08:29:18,14
5,2020-02-25 10:26:06,14
7,2020-02-25 14:00:47,23
5,2020-02-25 14:35:52,14
5,2020-02-25 15:25:48,14
7,2020-02-25 16:13:00,16
5,2020-02-25 17:21:52,14
7,2020-02-25 17:31:19,14
2,2020-02-25 19:00:51,16
7,2020-02-25 20:52:01,16
2,2020-02-25 22:16:05,14
7,2020-02-25 22:25:51,16
7,2020-02-25 23:17:48,14
5,2020-02-26 00:31:10,14
3,2020-02-26 02:38:49,14
5,2020-02-26 02:40:07,16
5,2020-02-26 02:42:47,14
5,2020-02-26 03:00:33,16
7,2020-02-26 04:50:20,16
5,2020-02-26 06:25:47,14
5,2020-02-26 10:25:38,14
1,2020-02-26 12:52:51,24
7,2020-02-26 14:42:34,17
7,2020-02-26 15:04:13,17
5,2020-02-26 16:33:21,14
7,2020-02-26 17:31:20,14
2,2020-02-26 19:00:51,16
5,2020-02-26 20:28:29,14
7,2020-02-26 21:00:36,66
5,2020-02-26 22:29:59,14
7,2020-02-27 00:33:35,14
7,2020-02-27 00:33:36,16
5,2020-02-27 04:26:36,14
5,2020-02-27 08:25:23,14
7,2020-02-27 11:31:19,16
7,2020-02-27 14:00:46,23
7,2020-02-27 14:52:14,14
7,2020-02-27 16:00:37,39
